,model,acc,bal_acc,eval_loss,f1_macro,f1_micro,f1_score_class_0,f1_score_class_1,f1_score_class_2,f1_weighted,mcc,precision_class_0,precision_class_1,precision_class_2,precision_macro,precision_micro,precision_weighted,recall_class_0,recall_class_1,recall_class_2,recall_macro,recall_micro,recall_weighted,sample_class_0,sample_class_1,sample_class_2
3,bert-base-german-cased-gerdracor_kasperl,0.7137430024276121,0.5771346307611155,0.7113885803828164,0.5904648256151089,0.7137430024276121,0.7745890094371471,0.2911054511522605,0.7057000162559187,0.6948652556248023,0.4818084074846408,0.7282302798622725,0.5775142731664471,0.7124044345255208,0.6727163291847469,0.7137430024276121,0.7053282771769872,0.8303953652522252,0.19607843137254904,0.7049300956585726,0.5771346307611155,0.7137430024276121,0.7137430024276121,713.3333333333335,153.0,453.0
3,bert-base-german-cased-annotated_plays,0.7091962077178149,0.6182147058942536,0.9856831990773716,0.6261271122443645,0.7091962077178149,0.765726363419529,0.4003362413667757,0.7123187319467886,0.7050150273433466,0.4872252215761032,0.7486200719186255,0.4502684870813167,0.7154686886462215,0.6381190825487212,0.7091962077178149,0.7026376284196699,0.7836432375661812,0.3616557734204793,0.7093451066961002,0.6182147058942536,0.7091962077178149,0.7091962077178149,713.3333333333335,153.0,453.0
